"Component","Version","Latest version","CVE","Matching type","CVSS","CVE publication date","Object compilation date","Object","Object full path","Object SHA1","CVSS3","CVSS vector (v2)","CVSS vector (v3)","Distribution package","Distribution package name","CVSS (Distribution)","CVSS3 (Distribution)","Triage vectors","Unresolving triage vectors","Note type","Note reason","Vulnerability URL","Missing exploit mitigations","BDSA","Version override type","Exploit availability date","Fix date","Worker version","Frontend version","CVE database version","BDSA database version","Component database version","Vulnerabilities updated","Native fingerprint version","Code similarity fingerprint version","Java fingerprint version","Maven fingerprint version","Dotnet fingerprint version","Cocoapods fingerprint version","Golang fingerprint version","Python fingerprint version","Distro-packages fingerprint version"
"bouncycastle","1.79","1.70","CVE-2016-1000352","Historical match","3.0","2018-06-27T14:36:44Z","2024-10-29T22:27:24Z","bcprov-jdk18on-1.79.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bcprov-jdk18on/1.79/bcprov-jdk18on-1.79.jar","4d8e2732bcee15f1db93df266c3f5b70ce5cac21","4.2","","AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-1000352","","BDSA-2016-1513","","","2016-08-27","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bouncycastle","1.79","1.70","CVE-2016-1000344","Historical match","3.0","2018-06-27T14:37:04Z","2024-10-29T22:27:24Z","bcprov-jdk18on-1.79.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bcprov-jdk18on/1.79/bcprov-jdk18on-1.79.jar","4d8e2732bcee15f1db93df266c3f5b70ce5cac21","4.2","","AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-1000344","","BDSA-2016-1511","","","2016-08-27","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bouncycastle","1.79","1.70","CVE-2019-17359","Historical match","1.9","2019-10-11T10:15:46Z","2024-10-29T22:27:24Z","bcprov-jdk18on-1.79.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bcprov-jdk18on/1.79/bcprov-jdk18on-1.79.jar","4d8e2732bcee15f1db93df266c3f5b70ce5cac21","3.2","","AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-17359","","BDSA-2019-3168","","","2019-10-05","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bouncycastle","1.79","1.70","CVE-2018-5382","Historical match","1.7","2018-04-20T13:52:58Z","2024-10-29T22:27:24Z","bcprov-jdk18on-1.79.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bcprov-jdk18on/1.79/bcprov-jdk18on-1.79.jar","4d8e2732bcee15f1db93df266c3f5b70ce5cac21","3.7","","AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N/E:F/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-5382","","BDSA-2018-1190","","2018-03-19","2012-03-30","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bouncycastle","1.79","1.70","","Historical match","1.7","2021-03-19T11:45:15Z","2024-10-29T22:27:24Z","bcprov-jdk18on-1.79.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bcprov-jdk18on/1.79/bcprov-jdk18on-1.79.jar","4d8e2732bcee15f1db93df266c3f5b70ce5cac21","3.7","","AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N/E:F/RL:O/RC:C","","","","","","","","","","","BDSA-2018-5235","","2018-03-19","2021-03-17","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bouncycastle","1.79","1.70","CVE-2020-15522","Historical match","1.3","2021-05-21T16:05:45Z","2024-10-29T22:27:24Z","bcprov-jdk18on-1.79.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bcprov-jdk18on/1.79/bcprov-jdk18on-1.79.jar","4d8e2732bcee15f1db93df266c3f5b70ce5cac21","4.6","","AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2020-15522","","BDSA-2021-1516","","","2020-07-06","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bouncycastle","1.79","1.70","CVE-2024-30172","Historical match","0.0","2024-04-23T13:16:27Z","2024-10-29T22:27:24Z","bcprov-jdk18on-1.79.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bcprov-jdk18on/1.79/bcprov-jdk18on-1.79.jar","4d8e2732bcee15f1db93df266c3f5b70ce5cac21","6.7","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2024-30172","","BDSA-2024-1961","","2024-03-11","2024-03-13","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bouncycastle","1.79","1.70","CVE-2024-29857","Historical match","0.0","2024-04-23T11:19:08Z","2024-10-29T22:27:24Z","bcprov-jdk18on-1.79.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bcprov-jdk18on/1.79/bcprov-jdk18on-1.79.jar","4d8e2732bcee15f1db93df266c3f5b70ce5cac21","6.5","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2024-29857","","BDSA-2024-1960","","","2023-12-18","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bouncycastle","1.79","1.70","CVE-2024-30171","Historical match","0.0","2024-04-23T11:03:00Z","2024-10-29T22:27:24Z","bcprov-jdk18on-1.79.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bcprov-jdk18on/1.79/bcprov-jdk18on-1.79.jar","4d8e2732bcee15f1db93df266c3f5b70ce5cac21","5.3","","AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2024-30171","","BDSA-2023-3876","","2023-11-06","2024-03-26","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bouncycastle","1.79","1.70","CVE-2024-34447","Historical match","0.0","2024-05-06T11:16:34Z","2024-10-29T22:27:24Z","bcprov-jdk18on-1.79.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bcprov-jdk18on/1.79/bcprov-jdk18on-1.79.jar","4d8e2732bcee15f1db93df266c3f5b70ce5cac21","5.2","","AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2024-34447","","BDSA-2024-2378","","","2024-04-03","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bundler","2.6.3","2.7.1","CVE-2021-43809","Historical match","9.3","2021-12-08T19:15:10Z","2025-02-11T09:06:12Z","bundler-2.6.3.gemspec","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/gems/shared/specifications/default/bundler-2.6.3.gemspec","8192150cd1356c6ae4d113c805a656ce527c691f","7.3","AV:N/AC:M/Au:N:/C:C/I:C/A:C","AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H","gem","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2021-43809","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bundler","2.6.3","2.7.1","CVE-2016-7954","Historical match","5.9","2021-05-12T08:59:22Z","2025-02-11T09:06:12Z","bundler-2.6.3.gemspec","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/gems/shared/specifications/default/bundler-2.6.3.gemspec","8192150cd1356c6ae4d113c805a656ce527c691f","8.8","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C","gem","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-7954","","BDSA-2016-1720","","2016-10-06","2019-08-28","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bundler","2.6.3","2.7.1","CVE-2013-0334","Historical match","5.0","2014-10-31T14:55:02Z","2025-02-11T09:06:12Z","bundler-2.6.3.gemspec","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/gems/shared/specifications/default/bundler-2.6.3.gemspec","8192150cd1356c6ae4d113c805a656ce527c691f","5.0","AV:N/AC:L/Au:N:/C:N/I:P/A:N","","gem","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2013-0334","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bundler","2.6.3","2.7.1","CVE-2019-3881","Historical match","2.7","2020-06-19T15:24:31Z","2025-02-11T09:06:12Z","bundler-2.6.3.gemspec","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/gems/shared/specifications/default/bundler-2.6.3.gemspec","8192150cd1356c6ae4d113c805a656ce527c691f","6.4","","AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","gem","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-3881","","BDSA-2018-5144","","","2019-11-01","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"bundler","2.6.3","2.7.1","CVE-2020-36327","Historical match","2.0","2021-04-29T13:20:59Z","2025-02-11T09:06:12Z","bundler-2.6.3.gemspec","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/jruby-stdlib-9.4.12.0.jar:META-INF/jruby.home/lib/ruby/gems/shared/specifications/default/bundler-2.6.3.gemspec","8192150cd1356c6ae4d113c805a656ce527c691f","5.3","","AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N/E:P/RL:O/RC:C","gem","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2020-36327","","BDSA-2020-4376","","2020-09-30","2021-05-25","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"classgraph","4.8.173","4.8.181","CVE-2021-47621","Historical match","0.0","2024-06-14T15:22:05Z","2024-06-04T17:57:06Z","classgraph-4.8.173.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/classgraph-4.8.173.jar","236e1b4360bf078142902c6c3ca80a03bfa95d5d","7.8","","AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C","maven","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2021-47621","","BDSA-2021-5679","","","2021-08-05","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2013-2186","Historical match","6.5","2018-03-22T09:15:26Z","2025-02-13T13:13:30Z","fileupload","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/tomcat/util/http/fileupload","3ccaa558e32e317e35d6674d65d7d9aa182e082f","9.4","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:H/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2013-2186","","BDSA-2013-0013","","2016-04-14","2016-11-23","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2013-2186","Historical match","6.5","2018-03-22T09:15:26Z","1980-02-01T00:00:00Z","wiremock-standalone-3.12.0.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar","764f05a0026aeeb15e46422f3705e7088c4e96d0","9.4","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:H/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2013-2186","","BDSA-2013-0013","","2016-04-14","2016-11-23","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2016-3092","Historical match","6.1","2019-08-29T10:57:02Z","2025-02-13T13:13:30Z","fileupload","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/tomcat/util/http/fileupload","3ccaa558e32e317e35d6674d65d7d9aa182e082f","6.7","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-3092","","BDSA-2016-1636","","2016-06-30","2016-05-12","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2016-3092","Historical match","6.1","2019-08-29T10:57:02Z","1980-02-01T00:00:00Z","wiremock-standalone-3.12.0.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar","764f05a0026aeeb15e46422f3705e7088c4e96d0","6.7","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-3092","","BDSA-2016-1636","","2016-06-30","2016-05-12","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2016-1000031","Historical match","5.9","2018-11-05T15:53:08Z","2025-02-13T13:13:30Z","fileupload","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/tomcat/util/http/fileupload","3ccaa558e32e317e35d6674d65d7d9aa182e082f","8.4","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-1000031","","BDSA-2016-1573","","2016-04-20","2016-11-23","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2016-1000031","Historical match","5.9","2018-11-05T15:53:08Z","1980-02-01T00:00:00Z","wiremock-standalone-3.12.0.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar","764f05a0026aeeb15e46422f3705e7088c4e96d0","8.4","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-1000031","","BDSA-2016-1573","","2016-04-20","2016-11-23","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2014-0050","Historical match","3.9","2018-10-08T13:49:16Z","2025-02-13T13:13:30Z","fileupload","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/tomcat/util/http/fileupload","3ccaa558e32e317e35d6674d65d7d9aa182e082f","6.7","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2014-0050","","BDSA-2014-0102","","2014-02-11","2014-02-06","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2014-0050","Historical match","3.9","2018-10-08T13:49:16Z","1980-02-01T00:00:00Z","wiremock-standalone-3.12.0.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar","764f05a0026aeeb15e46422f3705e7088c4e96d0","6.7","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2014-0050","","BDSA-2014-0102","","2014-02-11","2014-02-06","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2023-24998","Historical match","3.7","2023-02-21T10:32:50Z","2025-02-13T13:13:30Z","fileupload","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/tomcat/util/http/fileupload","3ccaa558e32e317e35d6674d65d7d9aa182e082f","6.5","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2023-24998","","BDSA-2023-0357","","","2023-01-03","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2023-24998","Historical match","3.7","2023-02-21T10:32:50Z","1980-02-01T00:00:00Z","wiremock-standalone-3.12.0.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar","764f05a0026aeeb15e46422f3705e7088c4e96d0","6.5","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2023-24998","","BDSA-2023-0357","","","2023-01-03","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2013-0248","Historical match","2.2","2017-03-23T09:36:20Z","2025-02-13T13:13:30Z","fileupload","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/tomcat/util/http/fileupload","3ccaa558e32e317e35d6674d65d7d9aa182e082f","3.9","","AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2013-0248","","BDSA-2013-0001","","","2013-03-27","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2013-0248","Historical match","2.2","2017-03-23T09:36:20Z","1980-02-01T00:00:00Z","wiremock-standalone-3.12.0.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar","764f05a0026aeeb15e46422f3705e7088c4e96d0","3.9","","AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2013-0248","","BDSA-2013-0001","","","2013-03-27","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2025-48976","Exact match (timestamp)","0.0","2025-06-17T14:46:36Z","2025-02-13T13:13:30Z","fileupload","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/tomcat-embed-core-10.1.36.jar:org/apache/tomcat/util/http/fileupload","3ccaa558e32e317e35d6674d65d7d9aa182e082f","6.5","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2025-48976","","BDSA-2025-5248","","","2025-06-05","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"commons-fileupload","","1.5","CVE-2025-48976","Exact match (timestamp)","0.0","2025-06-17T14:46:36Z","1980-02-01T00:00:00Z","wiremock-standalone-3.12.0.jar","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/wiremock-standalone-3.12.0.jar","764f05a0026aeeb15e46422f3705e7088c4e96d0","6.5","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2025-48976","","BDSA-2025-5248","","","2025-06-05","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
